"modifier","0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,,"0",,,,,,,,
"discriminatory","50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,
"threshold","1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,,"1000",,,,,,,,
"share_boost","0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,
"share_decline","0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,
"groom_give","1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,
"donations","13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,
"amount","1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,
"strats","4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,
"[steps]","72999","72999","72999","72999","72999","72999","72999","72999","72999","23874","23874","23874","23874","23874","23874","23874","23874","23874","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","43768","43768","43768","43768","43768","43768","43768","43768","43768","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","8966","8966","8966","8966","8966","8966","8966","8966","8966","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","15990","15990","15990","15990","15990","15990","15990","15990","15990","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","24373","24373","24373","24373","24373","24373","24373","24373","24373","24159","24159","24159","24159","24159","24159","24159","24159","24159","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","12354","12354","12354","12354","12354","12354","12354","12354","12354","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","11601","11601","11601","11601","11601","11601","11601","11601","11601","37571","37571","37571","37571","37571","37571","37571","37571","37571","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999"

