,date,trial,donor,receiver,donation.sec,observation.sec,,,
3623,2012.01.16,47,flapper,speedster,131,7200,,,
3628,2012.01.16,47,lily,speedster,425,7200,,,
3629,2012.01.16,47,lucy,speedster,94,7200,,,
3631,2012.01.16,47,mina,speedster,39,7200,,,
3632,2012.01.16,47,mya,speedster,191,7200,,,
3636,2012.01.16,47,veronica,speedster,14,7200,,,
3641,2012.01.16,47,cerce,speedster,518,7200,,,
3642,2012.01.16,47,countess,speedster,22,7200,,,
3645,2012.01.16,47,flapper,speedster,131,7200,,,
3650,2012.01.16,47,lily,speedster,425,7200,,,
3651,2012.01.16,47,lucy,speedster,94,7200,,,
3653,2012.01.16,47,mina,speedster,39,7200,,,
3654,2012.01.16,47,mya,speedster,191,7200,,,
3658,2012.01.16,47,veronica,speedster,14,7200,,,
3663,2012.01.16,47,cerce,speedster,518,7200,,,
3664,2012.01.16,47,countess,speedster,22,7200,,,
3667,2012.01.16,47,flapper,speedster,131,7200,,,
3672,2012.01.16,47,lily,speedster,425,7200,,,
3673,2012.01.16,47,lucy,speedster,94,7200,,,
3675,2012.01.16,47,mina,speedster,39,7200,,,
3676,2012.01.16,47,mya,speedster,191,7200,,,
3680,2012.01.16,47,veronica,speedster,14,7200,,,
3685,2012.01.16,47,cerce,speedster,518,7200,,,
3686,2012.01.16,47,countess,speedster,22,7200,,,
3689,2012.01.16,47,flapper,speedster,131,7200,,,
3694,2012.01.16,47,lily,speedster,425,7200,,,
3695,2012.01.16,47,lucy,speedster,94,7200,,,
3697,2012.01.16,47,mina,speedster,39,7200,,,
3698,2012.01.16,47,mya,speedster,191,7200,,,
3702,2012.01.16,47,veronica,speedster,14,7200,,,
3706,2012.01.17,48,bella,flapper,5,7200,,,
3707,2012.01.17,48,cerce,flapper,140,7200,,,
3708,2012.01.17,48,countess,flapper,513,7200,,,
3712,2012.01.17,48,gelfling,flapper,179,7200,,,
3715,2012.01.17,48,lily,flapper,12,7200,,,
3716,2012.01.17,48,lucy,flapper,12,7200,,,
3718,2012.01.17,48,mina,flapper,352,7200,,,
3723,2012.01.17,48,thecount,flapper,356,7200,,,
3728,2012.01.17,48,bella,flapper,5,7200,,,
3729,2012.01.17,48,cerce,flapper,140,7200,,,
3730,2012.01.17,48,countess,flapper,513,7200,,,
3734,2012.01.17,48,gelfling,flapper,179,7200,,,
3737,2012.01.17,48,lily,flapper,12,7200,,,
3738,2012.01.17,48,lucy,flapper,12,7200,,,
3740,2012.01.17,48,mina,flapper,352,7200,,,
3745,2012.01.17,48,thecount,flapper,356,7200,,,
3750,2012.01.17,48,bella,flapper,5,7200,,,
3751,2012.01.17,48,cerce,flapper,140,7200,,,
3752,2012.01.17,48,countess,flapper,513,7200,,,
3756,2012.01.17,48,gelfling,flapper,179,7200,,,
3759,2012.01.17,48,lily,flapper,12,7200,,,
3760,2012.01.17,48,lucy,flapper,12,7200,,,
3762,2012.01.17,48,mina,flapper,352,7200,,,
3767,2012.01.17,48,thecount,flapper,356,7200,,,
3772,2012.01.17,48,bella,flapper,5,7200,,,
3773,2012.01.17,48,cerce,flapper,140,7200,,,
3774,2012.01.17,48,countess,flapper,513,7200,,,
3778,2012.01.17,48,gelfling,flapper,179,7200,,,
3781,2012.01.17,48,lily,flapper,12,7200,,,
3782,2012.01.17,48,lucy,flapper,12,7200,,,
3784,2012.01.17,48,mina,flapper,352,7200,,,
3789,2012.01.17,48,thecount,flapper,356,7200,,,
3794,2012.01.17,48,bella,flapper,5,7200,,,
3795,2012.01.17,48,cerce,flapper,140,7200,,,
3796,2012.01.17,48,countess,flapper,513,7200,,,
3800,2012.01.17,48,gelfling,flapper,179,7200,,,
3803,2012.01.17,48,lily,flapper,12,7200,,,
3804,2012.01.17,48,lucy,flapper,12,7200,,,
3806,2012.01.17,48,mina,flapper,352,7200,,,
3811,2012.01.17,48,thecount,flapper,356,7200,,,
3816,2012.01.17,48,bella,flapper,5,7200,,,
3817,2012.01.17,48,cerce,flapper,140,7200,,,
3818,2012.01.17,48,countess,flapper,513,7200,,,
3822,2012.01.17,48,gelfling,flapper,179,7200,,,
3825,2012.01.17,48,lily,flapper,12,7200,,,
3826,2012.01.17,48,lucy,flapper,12,7200,,,
3828,2012.01.17,48,mina,flapper,352,7200,,,
3833,2012.01.17,48,thecount,flapper,356,7200,,,
3838,2012.01.17,48,bella,flapper,5,7200,,,
3839,2012.01.17,48,cerce,flapper,140,7200,,,
3840,2012.01.17,48,countess,flapper,513,7200,,,
3844,2012.01.17,48,gelfling,flapper,179,7200,,,
3847,2012.01.17,48,lily,flapper,12,7200,,,
3848,2012.01.17,48,lucy,flapper,12,7200,,,
3850,2012.01.17,48,mina,flapper,352,7200,,,
3855,2012.01.17,48,thecount,flapper,356,7200,,,
3860,2012.01.17,48,bella,flapper,5,7200,,,
3861,2012.01.17,48,cerce,flapper,140,7200,,,
3862,2012.01.17,48,countess,flapper,513,7200,,,
3866,2012.01.17,48,gelfling,flapper,179,7200,,,
3869,2012.01.17,48,lily,flapper,12,7200,,,
3870,2012.01.17,48,lucy,flapper,12,7200,,,
3872,2012.01.17,48,mina,flapper,352,7200,,,
3877,2012.01.17,48,thecount,flapper,356,7200,,,
3882,2012.01.20,49,bella,countess,7,7200,,,
3883,2012.01.20,49,cerce,countess,24,7200,,,
3886,2012.01.20,49,flapper,countess,469,7200,,,
3894,2012.01.20,49,mina,countess,250,7200,,,
3900,2012.01.20,49,veronica,countess,537,7200,,,
3904,2012.01.20,49,bella,countess,7,7200,,,
3905,2012.01.20,49,cerce,countess,24,7200,,,
3908,2012.01.20,49,flapper,countess,469,7200,,,
3916,2012.01.20,49,mina,countess,250,7200,,,
3922,2012.01.20,49,veronica,countess,537,7200,,,
3926,2012.01.20,49,bella,countess,7,7200,,,
3927,2012.01.20,49,cerce,countess,24,7200,,,
3930,2012.01.20,49,flapper,countess,469,7200,,,
3938,2012.01.20,49,mina,countess,250,7200,,,
3944,2012.01.20,49,veronica,countess,537,7200,,,
3948,2012.01.20,49,bella,countess,7,7200,,,
3949,2012.01.20,49,cerce,countess,24,7200,,,
3952,2012.01.20,49,flapper,countess,469,7200,,,
3960,2012.01.20,49,mina,countess,250,7200,,,
3966,2012.01.20,49,veronica,countess,537,7200,,,
3970,2012.01.20,49,bella,countess,7,7200,,,
3971,2012.01.20,49,cerce,countess,24,7200,,,
3974,2012.01.20,49,flapper,countess,469,7200,,,
3982,2012.01.20,49,mina,countess,250,7200,,,
3988,2012.01.20,49,veronica,countess,537,7200,,,
3992,2012.01.21,50,bella,cerce,75,7200,,,
4004,2012.01.21,50,mina,cerce,374,7200,,,
4005,2012.01.21,50,mya,cerce,1013,7200,,,
4006,2012.01.21,50,speedster,cerce,169,7200,,,
4010,2012.01.21,50,veronica,cerce,201,7200,,,
4014,2012.01.21,50,bella,cerce,75,7200,,,
4026,2012.01.21,50,mina,cerce,374,7200,,,
4027,2012.01.21,50,mya,cerce,1013,7200,,,
4028,2012.01.21,50,speedster,cerce,169,7200,,,
4032,2012.01.21,50,veronica,cerce,201,7200,,,
4036,2012.01.21,50,bella,cerce,75,7200,,,
4048,2012.01.21,50,mina,cerce,374,7200,,,
4049,2012.01.21,50,mya,cerce,1013,7200,,,
4050,2012.01.21,50,speedster,cerce,169,7200,,,
4054,2012.01.21,50,veronica,cerce,201,7200,,,
4058,2012.01.21,50,bella,cerce,75,7200,,,
4070,2012.01.21,50,mina,cerce,374,7200,,,
4071,2012.01.21,50,mya,cerce,1013,7200,,,
4072,2012.01.21,50,speedster,cerce,169,7200,,,
4076,2012.01.21,50,veronica,cerce,201,7200,,,
4080,2012.01.21,50,bella,cerce,75,7200,,,
4092,2012.01.21,50,mina,cerce,374,7200,,,
4093,2012.01.21,50,mya,cerce,1013,7200,,,
4094,2012.01.21,50,speedster,cerce,169,7200,,,
4098,2012.01.21,50,veronica,cerce,201,7200,,,
4104,2012.01.22,51,countess,mina,101,7200,,,
4112,2012.01.22,51,lily,mina,108,7200,,,
4113,2012.01.22,51,lucy,mina,97,7200,,,
4115,2012.01.22,51,mya,mina,549,7200,,,
4116,2012.01.22,51,speedster,mina,55,7200,,,
4120,2012.01.22,51,veronica,mina,164,7200,,,
4126,2012.01.22,51,countess,mina,101,7200,,,
4134,2012.01.22,51,lily,mina,108,7200,,,
4135,2012.01.22,51,lucy,mina,97,7200,,,
4137,2012.01.22,51,mya,mina,549,7200,,,
4138,2012.01.22,51,speedster,mina,55,7200,,,
4142,2012.01.22,51,veronica,mina,164,7200,,,
4148,2012.01.22,51,countess,mina,101,7200,,,
4156,2012.01.22,51,lily,mina,108,7200,,,
4157,2012.01.22,51,lucy,mina,97,7200,,,
4159,2012.01.22,51,mya,mina,549,7200,,,
4160,2012.01.22,51,speedster,mina,55,7200,,,
4164,2012.01.22,51,veronica,mina,164,7200,,,
4170,2012.01.22,51,countess,mina,101,7200,,,
4178,2012.01.22,51,lily,mina,108,7200,,,
4179,2012.01.22,51,lucy,mina,97,7200,,,
4181,2012.01.22,51,mya,mina,549,7200,,,
4182,2012.01.22,51,speedster,mina,55,7200,,,
4186,2012.01.22,51,veronica,mina,164,7200,,,
4192,2012.01.22,51,countess,mina,101,7200,,,
4200,2012.01.22,51,lily,mina,108,7200,,,
4201,2012.01.22,51,lucy,mina,97,7200,,,
4203,2012.01.22,51,mya,mina,549,7200,,,
4204,2012.01.22,51,speedster,mina,55,7200,,,
4208,2012.01.22,51,veronica,mina,164,7200,,,
4214,2012.01.22,51,countess,mina,101,7200,,,
4222,2012.01.22,51,lily,mina,108,7200,,,
4223,2012.01.22,51,lucy,mina,97,7200,,,
4225,2012.01.22,51,mya,mina,549,7200,,,
4226,2012.01.22,51,speedster,mina,55,7200,,,
4230,2012.01.22,51,veronica,mina,164,7200,,,
4235,2013.02.05,52,cerceson,cerce,539,7200,,,
4244,2013.02.05,52,lily,cerce,54,7200,,,
4255,2013.02.05,52,veronica,cerce,153,7200,,,
4262,2013.02.05,52,cerceson,cerce,539,7200,,,
4271,2013.02.05,52,lily,cerce,54,7200,,,
4282,2013.02.05,52,veronica,cerce,153,7200,,,
4289,2013.02.05,52,cerceson,cerce,539,7200,,,
4298,2013.02.05,52,lily,cerce,54,7200,,,
4309,2013.02.05,52,veronica,cerce,153,7200,,,
4315,2013.02.06,53,bella,mya,240,7200,,,
4326,2013.02.06,53,lily,mya,435,7200,,,
4327,2013.02.06,53,lucy,mya,9,7200,,,
4330,2013.02.06,53,pixus,mya,114,7200,,,
4332,2013.02.06,53,streblick,mya,192,7200,,,
4334,2013.02.06,53,thecount,mya,380,7200,,,
4336,2013.02.06,53,veronica,mya,426,7200,,,
4342,2013.02.06,53,bella,mya,240,7200,,,
4353,2013.02.06,53,lily,mya,435,7200,,,
4354,2013.02.06,53,lucy,mya,9,7200,,,
4357,2013.02.06,53,pixus,mya,114,7200,,,
4359,2013.02.06,53,streblick,mya,192,7200,,,
4361,2013.02.06,53,thecount,mya,380,7200,,,
4363,2013.02.06,53,veronica,mya,426,7200,,,
4369,2013.02.06,53,bella,mya,240,7200,,,
4380,2013.02.06,53,lily,mya,435,7200,,,
4381,2013.02.06,53,lucy,mya,9,7200,,,
4384,2013.02.06,53,pixus,mya,114,7200,,,
4386,2013.02.06,53,streblick,mya,192,7200,,,
4388,2013.02.06,53,thecount,mya,380,7200,,,
4390,2013.02.06,53,veronica,mya,426,7200,,,
4396,2013.02.06,53,bella,mya,240,7200,,,
4407,2013.02.06,53,lily,mya,435,7200,,,
4408,2013.02.06,53,lucy,mya,9,7200,,,
4411,2013.02.06,53,pixus,mya,114,7200,,,
4413,2013.02.06,53,streblick,mya,192,7200,,,
4415,2013.02.06,53,thecount,mya,380,7200,,,
4417,2013.02.06,53,veronica,mya,426,7200,,,
4423,2013.02.06,53,bella,mya,240,7200,,,
4434,2013.02.06,53,lily,mya,435,7200,,,
4435,2013.02.06,53,lucy,mya,9,7200,,,
4438,2013.02.06,53,pixus,mya,114,7200,,,
4440,2013.02.06,53,streblick,mya,192,7200,,,
4442,2013.02.06,53,thecount,mya,380,7200,,,
4444,2013.02.06,53,veronica,mya,426,7200,,,
4450,2013.02.06,53,bella,mya,240,7200,,,
4461,2013.02.06,53,lily,mya,435,7200,,,
4462,2013.02.06,53,lucy,mya,9,7200,,,
4465,2013.02.06,53,pixus,mya,114,7200,,,
4467,2013.02.06,53,streblick,mya,192,7200,,,
4469,2013.02.06,53,thecount,mya,380,7200,,,
4471,2013.02.06,53,veronica,mya,426,7200,,,
4477,2013.02.06,53,bella,mya,240,7200,,,
4488,2013.02.06,53,lily,mya,435,7200,,,
4489,2013.02.06,53,lucy,mya,9,7200,,,
4492,2013.02.06,53,pixus,mya,114,7200,,,
4494,2013.02.06,53,streblick,mya,192,7200,,,
4496,2013.02.06,53,thecount,mya,380,7200,,,
4498,2013.02.06,53,veronica,mya,426,7200,,,
4509,2013.02.07,54,flapper,countess,72,7200,,,
4517,2013.02.07,54,mina,countess,27,7200,,,
4518,2013.02.07,54,mya,countess,147,7200,,,
4519,2013.02.07,54,pixus,countess,165,7200,,,
4523,2013.02.07,54,thecount,countess,229,7200,,,
4525,2013.02.07,54,veronica,countess,247,7200,,,
4528,2013.02.07,54,zaria,countess,37,7200,,,
4536,2013.02.07,54,flapper,countess,72,7200,,,
4544,2013.02.07,54,mina,countess,27,7200,,,
4545,2013.02.07,54,mya,countess,147,7200,,,
4546,2013.02.07,54,pixus,countess,165,7200,,,
4550,2013.02.07,54,thecount,countess,229,7200,,,
4552,2013.02.07,54,veronica,countess,247,7200,,,
4555,2013.02.07,54,zaria,countess,37,7200,,,
4563,2013.02.07,54,flapper,countess,72,7200,,,
4571,2013.02.07,54,mina,countess,27,7200,,,
4572,2013.02.07,54,mya,countess,147,7200,,,
4573,2013.02.07,54,pixus,countess,165,7200,,,
4577,2013.02.07,54,thecount,countess,229,7200,,,
4579,2013.02.07,54,veronica,countess,247,7200,,,
4582,2013.02.07,54,zaria,countess,37,7200,,,
4590,2013.02.07,54,flapper,countess,72,7200,,,
4598,2013.02.07,54,mina,countess,27,7200,,,
4599,2013.02.07,54,mya,countess,147,7200,,,
4600,2013.02.07,54,pixus,countess,165,7200,,,
4604,2013.02.07,54,thecount,countess,229,7200,,,
4606,2013.02.07,54,veronica,countess,247,7200,,,
4609,2013.02.07,54,zaria,countess,37,7200,,,
4617,2013.02.07,54,flapper,countess,72,7200,,,
4625,2013.02.07,54,mina,countess,27,7200,,,
4626,2013.02.07,54,mya,countess,147,7200,,,
4627,2013.02.07,54,pixus,countess,165,7200,,,
4631,2013.02.07,54,thecount,countess,229,7200,,,
4633,2013.02.07,54,veronica,countess,247,7200,,,
4636,2013.02.07,54,zaria,countess,37,7200,,,
4644,2013.02.07,54,flapper,countess,72,7200,,,
4652,2013.02.07,54,mina,countess,27,7200,,,
4653,2013.02.07,54,mya,countess,147,7200,,,
4654,2013.02.07,54,pixus,countess,165,7200,,,
4658,2013.02.07,54,thecount,countess,229,7200,,,
4660,2013.02.07,54,veronica,countess,247,7200,,,
4663,2013.02.07,54,zaria,countess,37,7200,,,
4671,2013.02.07,54,flapper,countess,72,7200,,,
4679,2013.02.07,54,mina,countess,27,7200,,,
4680,2013.02.07,54,mya,countess,147,7200,,,
4681,2013.02.07,54,pixus,countess,165,7200,,,
4685,2013.02.07,54,thecount,countess,229,7200,,,
4687,2013.02.07,54,veronica,countess,247,7200,,,
4690,2013.02.07,54,zaria,countess,37,7200,,,
4694,2013.02.08,55,cerce,vampirella,10,7200,,,
4696,2013.02.08,55,countess,vampirella,128,7200,,,
4713,2013.02.08,55,thecount,vampirella,176,7200,,,
4714,2013.02.08,55,veronica,vampirella,10,7200,,,
4716,2013.02.08,55,whimsey,vampirella,206,7200,,,
4721,2013.02.08,55,cerce,vampirella,10,7200,,,
4723,2013.02.08,55,countess,vampirella,128,7200,,,
4740,2013.02.08,55,thecount,vampirella,176,7200,,,
4741,2013.02.08,55,veronica,vampirella,10,7200,,,
4743,2013.02.08,55,whimsey,vampirella,206,7200,,,
4748,2013.02.08,55,cerce,vampirella,10,7200,,,
4750,2013.02.08,55,countess,vampirella,128,7200,,,
4767,2013.02.08,55,thecount,vampirella,176,7200,,,
4768,2013.02.08,55,veronica,vampirella,10,7200,,,
4770,2013.02.08,55,whimsey,vampirella,206,7200,,,
4775,2013.02.08,55,cerce,vampirella,10,7200,,,
4777,2013.02.08,55,countess,vampirella,128,7200,,,
4794,2013.02.08,55,thecount,vampirella,176,7200,,,
4795,2013.02.08,55,veronica,vampirella,10,7200,,,
4797,2013.02.08,55,whimsey,vampirella,206,7200,,,
4802,2013.02.08,55,cerce,vampirella,10,7200,,,
4804,2013.02.08,55,countess,vampirella,128,7200,,,
4821,2013.02.08,55,thecount,vampirella,176,7200,,,
4822,2013.02.08,55,veronica,vampirella,10,7200,,,
4824,2013.02.08,55,whimsey,vampirella,206,7200,,,
4835,2013.02.09,56,gelfling,bella,75,7200,,,
4838,2013.02.09,56,lily,bella,996,7200,,,
4843,2013.02.09,56,pixus,bella,42,7200,,,
4862,2013.02.09,56,gelfling,bella,75,7200,,,
4865,2013.02.09,56,lily,bella,996,7200,,,
4870,2013.02.09,56,pixus,bella,42,7200,,,
4889,2013.02.09,56,gelfling,bella,75,7200,,,
4892,2013.02.09,56,lily,bella,996,7200,,,
4897,2013.02.09,56,pixus,bella,42,7200,,,
4909,2013.02.11,57,bella,lucy,12,7200,,,
4922,2013.02.11,57,mina,lucy,39,7200,,,
4923,2013.02.11,57,mya,lucy,742,7200,,,
4924,2013.02.11,57,pixus,lucy,214,7200,,,
4930,2013.02.11,57,veronica,lucy,103,7200,,,
4933,2013.02.11,57,zaria,lucy,1061,7200,,,
4936,2013.02.11,57,bella,lucy,12,7200,,,
4949,2013.02.11,57,mina,lucy,39,7200,,,
4950,2013.02.11,57,mya,lucy,742,7200,,,
4951,2013.02.11,57,pixus,lucy,214,7200,,,
4957,2013.02.11,57,veronica,lucy,103,7200,,,
4960,2013.02.11,57,zaria,lucy,1061,7200,,,
4963,2013.02.11,57,bella,lucy,12,7200,,,
4976,2013.02.11,57,mina,lucy,39,7200,,,
4977,2013.02.11,57,mya,lucy,742,7200,,,
4978,2013.02.11,57,pixus,lucy,214,7200,,,
4984,2013.02.11,57,veronica,lucy,103,7200,,,
4987,2013.02.11,57,zaria,lucy,1061,7200,,,
4990,2013.02.11,57,bella,lucy,12,7200,,,
5003,2013.02.11,57,mina,lucy,39,7200,,,
5004,2013.02.11,57,mya,lucy,742,7200,,,
5005,2013.02.11,57,pixus,lucy,214,7200,,,
5011,2013.02.11,57,veronica,lucy,103,7200,,,
5014,2013.02.11,57,zaria,lucy,1061,7200,,,
5017,2013.02.11,57,bella,lucy,12,7200,,,
5030,2013.02.11,57,mina,lucy,39,7200,,,
5031,2013.02.11,57,mya,lucy,742,7200,,,
5032,2013.02.11,57,pixus,lucy,214,7200,,,
5038,2013.02.11,57,veronica,lucy,103,7200,,,
5041,2013.02.11,57,zaria,lucy,1061,7200,,,
5044,2013.02.11,57,bella,lucy,12,7200,,,
5057,2013.02.11,57,mina,lucy,39,7200,,,
5058,2013.02.11,57,mya,lucy,742,7200,,,
5059,2013.02.11,57,pixus,lucy,214,7200,,,
5065,2013.02.11,57,veronica,lucy,103,7200,,,
5068,2013.02.11,57,zaria,lucy,1061,7200,,,
5083,2013.02.12,58,lucy,zaria,720,7200,,,
5098,2013.02.13,59,bella,lily,1200,7200,,,
5106,2013.02.13,59,gelfling,lily,192,7200,,,
5113,2013.02.13,59,pixus,lily,198,7200,,,
5125,2013.02.13,59,bella,lily,1200,7200,,,
5133,2013.02.13,59,gelfling,lily,192,7200,,,
5140,2013.02.13,59,pixus,lily,198,7200,,,
5152,2013.02.13,59,bella,lily,1200,7200,,,
5160,2013.02.13,59,gelfling,lily,192,7200,,,
5167,2013.02.13,59,pixus,lily,198,7200,,,
5187,2013.02.14,60,gomez,flapper,1068,7200,,,
5206,2013.02.15,61,bella,veronica,185,7200,,,
5209,2013.02.15,61,countess,veronica,186,7200,,,
5221,2013.02.15,61,mya,veronica,389,7200,,,
5222,2013.02.15,61,pixus,veronica,77,7200,,,
5233,2013.02.15,61,bella,veronica,185,7200,,,
5236,2013.02.15,61,countess,veronica,186,7200,,,
5248,2013.02.15,61,mya,veronica,389,7200,,,
5249,2013.02.15,61,pixus,veronica,77,7200,,,
5260,2013.02.15,61,bella,veronica,185,7200,,,
5263,2013.02.15,61,countess,veronica,186,7200,,,
5275,2013.02.15,61,mya,veronica,389,7200,,,
5276,2013.02.15,61,pixus,veronica,77,7200,,,
5287,2013.02.15,61,bella,veronica,185,7200,,,
5290,2013.02.15,61,countess,veronica,186,7200,,,
5302,2013.02.15,61,mya,veronica,389,7200,,,
5303,2013.02.15,61,pixus,veronica,77,7200,,,
5314,2013.02.16,62,bella,pixus,1388,7200,,,
5326,2013.02.16,62,lucy,pixus,171,7200,,,
5341,2013.02.16,62,bella,pixus,1388,7200,,,
5353,2013.02.16,62,lucy,pixus,171,7200,,,
5368,2013.02.17,63,bella,mya,271,7200,,,
5379,2013.02.17,63,lily,mya,808,7200,,,
5382,2013.02.17,63,mina,mya,51,7200,,,
5389,2013.02.17,63,veronica,mya,15,7200,,,
5395,2013.02.17,63,bella,mya,271,7200,,,
5406,2013.02.17,63,lily,mya,808,7200,,,
5409,2013.02.17,63,mina,mya,51,7200,,,
5416,2013.02.17,63,veronica,mya,15,7200,,,
5422,2013.02.17,63,bella,mya,271,7200,,,
5433,2013.02.17,63,lily,mya,808,7200,,,
5436,2013.02.17,63,mina,mya,51,7200,,,
5443,2013.02.17,63,veronica,mya,15,7200,,,
5449,2013.02.17,63,bella,mya,271,7200,,,
5460,2013.02.17,63,lily,mya,808,7200,,,
5463,2013.02.17,63,mina,mya,51,7200,,,
5470,2013.02.17,63,veronica,mya,15,7200,,,
5477,2013.02.18,64,cerce,cerceson,648,7200,,,
5484,2013.02.18,64,gomez,cerceson,55,7200,,,
5504,2013.02.18,64,cerce,cerceson,648,7200,,,
5511,2013.02.18,64,gomez,cerceson,55,7200,,,
5535,2013.02.19,65,flapper,countess,205,7200,,,
5540,2013.02.19,65,lily,countess,158,7200,,,
5541,2013.02.19,65,lucy,countess,109,7200,,,
5544,2013.02.19,65,mya,countess,352,7200,,,
5551,2013.02.19,65,veronica,countess,169,7200,,,
5562,2013.02.19,65,flapper,countess,205,7200,,,
5567,2013.02.19,65,lily,countess,158,7200,,,
5568,2013.02.19,65,lucy,countess,109,7200,,,
5571,2013.02.19,65,mya,countess,352,7200,,,
5578,2013.02.19,65,veronica,countess,169,7200,,,
5589,2013.02.19,65,flapper,countess,205,7200,,,
5594,2013.02.19,65,lily,countess,158,7200,,,
5595,2013.02.19,65,lucy,countess,109,7200,,,
5598,2013.02.19,65,mya,countess,352,7200,,,
5605,2013.02.19,65,veronica,countess,169,7200,,,
5616,2013.02.19,65,flapper,countess,205,7200,,,
5621,2013.02.19,65,lily,countess,158,7200,,,
5622,2013.02.19,65,lucy,countess,109,7200,,,
5625,2013.02.19,65,mya,countess,352,7200,,,
5632,2013.02.19,65,veronica,countess,169,7200,,,
5643,2013.02.19,65,flapper,countess,205,7200,,,
5648,2013.02.19,65,lily,countess,158,7200,,,
5649,2013.02.19,65,lucy,countess,109,7200,,,
5652,2013.02.19,65,mya,countess,352,7200,,,
5659,2013.02.19,65,veronica,countess,169,7200,,,
5677,2013.02.20,66,lucy,zaria,1615,7200,,,
5701,2013.02.22,67,gomez,whimsey,83,7200,,,
5713,2013.02.22,67,vampirella,whimsey,46,7200,,,
5728,2013.02.22,67,gomez,whimsey,83,7200,,,
5740,2013.02.22,67,vampirella,whimsey,46,7200,,,
5748,2013.02.23,68,countess,bella,11,7200,,,
5756,2013.02.23,68,lily,bella,1286,7200,,,
5760,2013.02.23,68,mya,bella,61,7200,,,
5767,2013.02.23,68,veronica,bella,36,7200,,,
5775,2013.02.23,68,countess,bella,11,7200,,,
5783,2013.02.23,68,lily,bella,1286,7200,,,
5787,2013.02.23,68,mya,bella,61,7200,,,
5794,2013.02.23,68,veronica,bella,36,7200,,,
5802,2013.02.23,68,countess,bella,11,7200,,,
5810,2013.02.23,68,lily,bella,1286,7200,,,
5814,2013.02.23,68,mya,bella,61,7200,,,
5821,2013.02.23,68,veronica,bella,36,7200,,,
5829,2013.02.23,68,countess,bella,11,7200,,,
5837,2013.02.23,68,lily,bella,1286,7200,,,
5841,2013.02.23,68,mya,bella,61,7200,,,
5848,2013.02.23,68,veronica,bella,36,7200,,,
5854,2013.02.24,69,bella,vampirella,219,7200,,,
5869,2013.02.24,69,mya,vampirella,209,7200,,,
5875,2013.02.24,69,veronica,vampirella,48,7200,,,
5877,2013.02.24,69,whimsey,vampirella,171,7200,,,
5881,2013.02.24,69,bella,vampirella,219,7200,,,
5896,2013.02.24,69,mya,vampirella,209,7200,,,
5902,2013.02.24,69,veronica,vampirella,48,7200,,,
5904,2013.02.24,69,whimsey,vampirella,171,7200,,,
5908,2013.02.24,69,bella,vampirella,219,7200,,,
5923,2013.02.24,69,mya,vampirella,209,7200,,,
5929,2013.02.24,69,veronica,vampirella,48,7200,,,
5931,2013.02.24,69,whimsey,vampirella,171,7200,,,
5935,2013.02.24,69,bella,vampirella,219,7200,,,
5950,2013.02.24,69,mya,vampirella,209,7200,,,
5956,2013.02.24,69,veronica,vampirella,48,7200,,,
5958,2013.02.24,69,whimsey,vampirella,171,7200,,,
5962,2013.02.26,70,bella,lily,784,7200,,,
5989,2013.02.27,71,bella,lucy,47,7200,,,
6003,2013.02.27,71,mya,lucy,473,7200,,,
6013,2013.02.27,71,zaria,lucy,1604,7200,,,
6016,2013.02.27,71,bella,lucy,47,7200,,,
6030,2013.02.27,71,mya,lucy,473,7200,,,
6040,2013.02.27,71,zaria,lucy,1604,7200,,,
6043,2013.02.27,71,bella,lucy,47,7200,,,
6057,2013.02.27,71,mya,lucy,473,7200,,,
6067,2013.02.27,71,zaria,lucy,1604,7200,,,
6085,2014.03.12,72,lucy,mya,300,3600,,,
6089,2014.03.12,72,mina,mya,300,3600,,,
6093,2014.03.12,72,streblick,mya,720,3600,,,
6098,2014.03.12,72,veronica,mya,120,3600,,,
6120,2014.03.12,72,lucy,mya,300,3600,,,
6124,2014.03.12,72,mina,mya,300,3600,,,
6128,2014.03.12,72,streblick,mya,720,3600,,,
6133,2014.03.12,72,veronica,mya,120,3600,,,
6155,2014.03.12,72,lucy,mya,300,3600,,,
6159,2014.03.12,72,mina,mya,300,3600,,,
6163,2014.03.12,72,streblick,mya,720,3600,,,
6168,2014.03.12,72,veronica,mya,120,3600,,,
6190,2014.03.12,72,lucy,mya,300,3600,,,
6194,2014.03.12,72,mina,mya,300,3600,,,
6198,2014.03.12,72,streblick,mya,720,3600,,,
6203,2014.03.12,72,veronica,mya,120,3600,,,
6219,2014.03.13,73,fuschia,marce,240,3600,,,
6247,2014.03.14,74,bella,gremlin,1680,3600,,,
6282,2014.03.15,75,bella,mina,120,3600,,,
6295,2014.03.15,75,lucy,mina,60,3600,,,
6307,2014.03.15,75,leonard,mina,240,3600,,,
6317,2014.03.15,75,bella,mina,120,3600,,,
6330,2014.03.15,75,lucy,mina,60,3600,,,
6342,2014.03.15,75,leonard,mina,240,3600,,,
6352,2014.03.15,75,bella,mina,120,3600,,,
6365,2014.03.15,75,lucy,mina,60,3600,,,
6377,2014.03.15,75,leonard,mina,240,3600,,,
6400,2014.03.16,76,lucy,zaria,360,3600,,,
6404,2014.03.16,76,mina,zaria,420,3600,,,
6414,2014.03.16,76,veronica,zaria,180,3600,,,
6417,2014.03.16,76,zarison,zaria,780,3600,,,
6435,2014.03.16,76,lucy,zaria,360,3600,,,
