"modifier","-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,,"-1",,,,,,,,
"discriminatory","50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,,"50",,,,,,,,
"threshold","1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,
"share_boost","0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,,"0.08",,,,,,,,
"share_decline","0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,,"0.1",,,,,,,,
"groom_give","1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,
"donations","13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,,"13",,,,,,,,
"amount","1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,
"strats","4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,,"4",,,,,,,,
"[steps]","3709","3709","3709","3709","3709","3709","3709","3709","3709","3740","3740","3740","3740","3740","3740","3740","3740","3740","18859","18859","18859","18859","18859","18859","18859","18859","18859","7285","7285","7285","7285","7285","7285","7285","7285","7285","2427","2427","2427","2427","2427","2427","2427","2427","2427","72999","72999","72999","72999","72999","72999","72999","72999","72999","73000","73000","73000","73000","73000","73000","73000","73000","73000","4001","4001","4001","4001","4001","4001","4001","4001","4001","23843","23843","23843","23843","23843","23843","23843","23843","23843","7620","7620","7620","7620","7620","7620","7620","7620","7620","11867","11867","11867","11867","11867","11867","11867","11867","11867","8087","8087","8087","8087","8087","8087","8087","8087","8087","3562","3562","3562","3562","3562","3562","3562","3562","3562","18185","18185","18185","18185","18185","18185","18185","18185","18185","5471","5471","5471","5471","5471","5471","5471","5471","5471","13479","13479","13479","13479","13479","13479","13479","13479","13479","31881","31881","31881","31881","31881","31881","31881","31881","31881","2675","2675","2675","2675","2675","2675","2675","2675","2675","12001","12001","12001","12001","12001","12001","12001","12001","12001","72999","72999","72999","72999","72999","72999","72999","72999","72999","3468","3468","3468","3468","3468","3468","3468","3468","3468","72999","72999","72999","72999","72999","72999","72999","72999","72999","7225","7225","7225","7225","7225","7225","7225","7225","7225","3924","3924","3924","3924","3924","3924","3924","3924","3924","72999","72999","72999","72999","72999","72999","72999","72999","72999","3014","3014","3014","3014","3014","3014","3014","3014","3014","72999","72999","72999","72999","72999","72999","72999","72999","72999","3379","3379","3379","3379","3379","3379","3379","3379","3379","5024","5024","5024","5024","5024","5024","5024","5024","5024","5336","5336","5336","5336","5336","5336","5336","5336","5336","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","72999","7449","7449","7449","7449","7449","7449","7449","7449","7449","11468","11468","11468","11468","11468","11468","11468","11468","11468","5036","5036","5036","5036","5036","5036","5036","5036","5036","6677","6677","6677","6677","6677","6677","6677","6677","6677","29980","29980","29980","29980","29980","29980","29980","29980","29980","72999","72999","72999","72999","72999","72999","72999","72999","72999","4815","4815","4815","4815","4815","4815","4815","4815","4815","72999","72999","72999","72999","72999","72999","72999","72999","72999","12891","12891","12891","12891","12891","12891","12891","12891","12891","6354","6354","6354","6354","6354","6354","6354","6354","6354","6276","6276","6276","6276","6276","6276","6276","6276","6276","19621","19621","19621","19621","19621","19621","19621","19621","19621","3648","3648","3648","3648","3648","3648","3648","3648","3648","5539","5539","5539","5539","5539","5539","5539","5539","5539","2779","2779","2779","2779","2779","2779","2779","2779","2779","73000","73000","73000","73000","73000","73000","73000","73000","73000","9226","9226","9226","9226","9226","9226","9226","9226","9226","3442","3442","3442","3442","3442","3442","3442","3442","3442","8234","8234","8234","8234","8234","8234","8234","8234","8234","72999","72999","72999","72999","72999","72999","72999","72999","72999","19075","19075","19075","19075","19075","19075","19075","19075","19075","22217","22217","22217","22217","22217","22217","22217","22217","22217","8430","8430","8430","8430","8430","8430","8430","8430","8430","72999","72999","72999","72999","72999","72999","72999","72999","72999","5094","5094","5094","5094","5094","5094","5094","5094","5094","2580","2580","2580","2580","2580","2580","2580","2580","2580","4784","4784","4784","4784","4784","4784","4784","4784","4784","72999","72999","72999","72999","72999","72999","72999","72999","72999","5994","5994","5994","5994","5994","5994","5994","5994","5994","72999","72999","72999","72999","72999","72999","72999","72999","72999","5170","5170","5170","5170","5170","5170","5170","5170","5170","2622","2622","2622","2622","2622","2622","2622","2622","2622","6268","6268","6268","6268","6268","6268","6268","6268","6268","4419","4419","4419","4419","4419","4419","4419","4419","4419","2250","2250","2250","2250","2250","2250","2250","2250","2250","10303","10303","10303","10303","10303","10303","10303","10303","10303","72999","72999","72999","72999","72999","72999","72999","72999","72999","4371","4371","4371","4371","4371","4371","4371","4371","4371","11824","11824","11824","11824","11824","11824","11824","11824","11824","5222","5222","5222","5222","5222","5222","5222","5222","5222","5499","5499","5499","5499","5499","5499","5499","5499","5499","72999","72999","72999","72999","72999","72999","72999","72999","72999","6629","6629","6629","6629","6629","6629","6629","6629","6629","4613","4613","4613","4613","4613","4613","4613","4613","4613","72999","72999","72999","72999","72999","72999","72999","72999","72999","1390","1390","1390","1390","1390","1390","1390","1390","1390","10176","10176","10176","10176","10176","10176","10176","10176","10176","6106","6106","6106","6106","6106","6106","6106","6106","6106","4606","4606","4606","4606","4606","4606","4606","4606","4606","72999","72999","72999","72999","72999","72999","72999","72999","72999","9330","9330","9330","9330","9330","9330","9330","9330","9330","6520","6520","6520","6520","6520","6520","6520","6520","6520","8536","8536","8536","8536","8536","8536","8536","8536","8536","1427","1427","1427","1427","1427","1427","1427","1427","1427","12842","12842","12842","12842","12842","12842","12842","12842","12842","15027","15027","15027","15027","15027","15027","15027","15027","15027","11789","11789","11789","11789","11789","11789","11789","11789","11789","7059","7059","7059","7059","7059","7059","7059","7059","7059","27295","27295","27295","27295","27295","27295","27295","27295","27295","8038","8038","8038","8038","8038","8038","8038","8038","8038","4214","4214","4214","4214","4214","4214","4214","4214","4214","10744","10744","10744","10744","10744","10744","10744","10744","10744","6962","6962","6962","6962","6962","6962","6962","6962","6962","25817","25817","25817","25817","25817","25817","25817","25817","25817","12505","12505","12505","12505","12505","12505","12505","12505","12505","16332","16332","16332","16332","16332","16332","16332","16332","16332","3722","3722","3722","3722","3722","3722","3722","3722","3722","18049","18049","18049","18049","18049","18049","18049","18049","18049"

